,LocYear,econ1,econ2,econ3,econ4,econ5,econ6,econ7,econ8,econ9,econ10,econ11,econ12: 16-19,econ12: 16-24,econ12: 20-24
999,MA2009,0.06,,0.13,0.06,0.69,0.4,0.28,0.09,0.12,83300.0,0.06,0.06,0.11,0.14
1000,MA2010,0.07,0.22,0.14,0.06,0.67,0.39,0.3,0.09,0.13,80500.0,0.07,0.05,0.1,0.14
1001,MA2011,0.07,,0.15,0.07,0.66,0.41,0.3,0.08,0.14,81300.0,0.06,0.05,0.1,0.13
1002,MA2012,0.07,,0.15,0.07,0.65,0.36,0.3,0.08,0.14,83700.0,0.06,0.05,0.09,0.13
1003,MA2013,0.08,0.24,0.16,0.07,0.64,0.36,0.31,0.07,0.14,85400.0,0.05,0.05,0.09,0.13
1004,MA2014,0.07,0.23,0.15,0.08,0.64,0.34,0.28,0.07,0.15,89300.0,0.05,0.05,0.08,0.11
1005,MA2015,0.07,0.22,0.15,0.08,0.64,0.34,0.28,0.06,0.15,92000.0,0.05,0.04,0.08,0.11
1006,MA2016,0.07,0.21,0.14,0.07,0.65,0.31,0.27,0.04,0.13,98400.0,0.03,0.04,0.07,0.1
1007,MA2017,0.07,0.21,0.14,0.08,0.65,0.32,0.27,0.04,0.13,101200.0,0.03,0.04,0.07,0.1
1008,MA2018,0.06,0.21,0.12,0.08,0.65,0.31,0.25,0.04,0.13,104500.0,0.02,0.05,0.07,0.09
1009,MA2019,0.06,0.2,0.12,0.09,0.66,0.31,0.25,0.04,0.13,111800.0,0.02,0.04,0.07,0.09
1010,MA2020,,,,,,,,0.12,,,0.08,,,
1011,MA2021,0.07,0.28,0.13,0.08,0.68,0.3,0.29,0.07,0.1,119100.0,0.04,0.05,0.08,0.1
1012,MA2022,0.06,0.26,0.12,0.08,0.68,0.32,0.24,0.03,0.13,122000.0,0.02,0.04,0.07,0.1
1013,MA2022,0.06,0.26,0.12,0.08,0.68,0.32,0.24,0.03,0.13,122000.0,0.02,0.04,0.07,0.1
1014,MA2023,0.06,0.27,0.13,0.09,0.67,0.34,0.25,0.04,0.14,130200.0,0.03,0.05,0.07,0.09
1015,MA2024,0.06,0.25,0.11,,,,0.23,0.03,,137300.0,0.02,,,
1016,MD2000,0.06,,0.13,0.09,,,0.28,,,,,,,
1017,MD2001,0.05,,0.11,0.09,,,0.24,,,,,,,
1018,MD2002,0.05,,0.11,0.09,,,0.28,,,,,,,
1019,MD2003,0.05,,0.1,0.08,,,0.27,,,,,,,
1020,MD2004,0.05,,0.11,0.07,,,0.28,,,,,,,
1021,MD2005,0.05,0.11,0.11,0.08,,0.35,0.28,,,74700.0,,,,
1022,MD2006,0.05,,0.1,0.07,0.7,0.36,0.28,,,77200.0,,,,
1023,MD2007,0.05,,0.1,0.07,0.71,0.4,0.28,0.04,,80300.0,0.03,,,
1024,MD2008,0.05,0.13,0.1,0.07,0.7,0.41,0.21,0.05,0.14,82900.0,0.04,0.08,0.12,0.15
1025,MD2009,0.05,,0.12,0.07,0.68,0.42,0.24,0.08,0.13,82200.0,0.06,0.08,0.14,0.18
1026,MD2010,0.07,0.2,0.13,0.08,0.66,0.42,0.26,0.08,0.14,80800.0,0.06,0.08,0.13,0.16
1027,MD2011,0.07,,0.14,0.1,0.64,0.41,0.27,0.09,0.14,81500.0,0.07,0.08,0.13,0.18
1028,MD2012,0.07,,0.14,0.08,0.63,0.37,0.26,0.09,0.14,82600.0,0.07,0.08,0.13,0.17
1029,MD2013,0.07,0.23,0.14,0.08,0.64,0.35,0.26,0.08,0.15,83700.0,0.05,0.07,0.12,0.16
1030,MD2014,0.06,0.24,0.13,0.11,0.62,0.36,0.25,0.06,0.16,87800.0,0.05,0.08,0.13,0.17
1031,MD2015,0.06,0.24,0.13,0.1,0.61,0.34,0.25,0.06,0.15,88900.0,0.04,0.07,0.11,0.14
1032,MD2016,0.06,0.23,0.13,0.09,0.63,0.33,0.24,0.04,0.15,91700.0,0.03,0.06,0.11,0.15
1033,MD2017,0.06,0.21,0.12,0.09,0.64,0.32,0.23,0.05,0.15,97700.0,0.04,0.06,0.11,0.14
1034,MD2018,0.06,0.19,0.12,0.09,0.66,0.31,0.23,0.06,0.15,100300.0,0.04,0.06,0.11,0.15
1035,MD2019,0.06,0.19,0.12,0.1,0.64,0.31,0.24,0.05,0.15,103600.0,0.03,0.07,0.1,0.13
1036,MD2020,,,,,,,,0.05,,,0.04,,,
1037,MD2021,0.06,0.27,0.14,0.11,0.67,0.31,0.25,0.08,0.13,110000.0,0.05,0.06,0.11,0.16
1038,MD2022,0.05,0.23,0.12,0.11,0.68,0.3,0.22,0.03,0.16,114400.0,0.01,0.06,0.1,0.13
1039,MD2022,0.05,0.23,0.12,0.11,0.68,0.3,0.22,0.03,0.16,114400.0,0.01,0.06,0.1,0.13
1040,MD2023,0.06,0.2,0.11,0.11,0.68,0.29,0.2,0.03,0.15,120100.0,0.02,0.06,0.1,0.14
1041,MD2024,0.05,0.2,0.11,,,,0.22,0.04,,129100.0,0.03,,,
1042,ME2000,0.05,,0.12,0.03,,,0.34,,,,,,,
1043,ME2001,0.05,,0.11,0.05,,,0.29,,,,,,,
1044,ME2002,0.07,,0.16,0.05,,,0.33,,,,,,,
1045,ME2003,0.05,,0.13,0.06,,,0.31,,,,,,,
1046,ME2004,0.1,,0.17,0.04,,,0.32,,,,,,,
1047,ME2005,0.07,0.23,0.17,0.07,,0.33,0.35,,,51700.0,,,,
1048,ME2006,0.08,,0.18,0.06,0.74,0.34,0.34,,,51500.0,,,,
1049,ME2007,0.07,,0.15,0.06,0.76,0.34,0.33,0.05,,55200.0,0.04,,,
1050,ME2008,0.07,0.24,0.16,0.04,0.74,0.38,0.29,0.06,0.2,54700.0,0.04,0.08,0.13,0.17
1051,ME2009,0.07,,0.17,0.06,0.74,0.38,0.31,0.1,0.2,52800.0,0.07,0.07,0.12,0.17
1052,ME2010,0.06,0.33,0.18,0.07,0.73,0.33,0.34,0.09,0.2,54500.0,0.07,0.07,0.13,0.18
1053,ME2011,0.07,,0.19,0.06,0.71,0.38,0.33,0.08,0.21,53600.0,0.07,0.06,0.13,0.19
1054,ME2012,0.08,,0.21,0.08,0.69,0.36,0.33,0.08,0.22,53400.0,0.06,0.08,0.12,0.16
1055,ME2013,0.07,0.33,0.18,0.06,0.69,0.31,0.32,0.07,0.22,53100.0,0.05,0.06,0.11,0.15
1056,ME2014,0.09,0.3,0.19,0.08,0.71,0.33,0.32,0.07,0.21,57500.0,0.04,0.06,0.11,0.15
1057,ME2015,0.08,0.28,0.17,0.07,0.73,0.3,0.32,0.03,0.2,60500.0,0.03,0.07,0.1,0.13
1058,ME2016,0.07,0.26,0.17,0.09,0.71,0.27,0.3,0.05,0.2,70500.0,0.04,0.06,0.1,0.14
1059,ME2017,0.06,0.23,0.13,0.07,0.74,0.2,0.26,0.02,0.16,73500.0,0.02,0.05,0.09,0.14
1060,ME2018,0.06,0.24,0.14,0.08,0.73,0.22,0.28,0.02,0.2,70400.0,0.02,0.06,0.09,0.11
1061,ME2019,0.05,0.23,0.14,0.09,0.73,0.23,0.27,0.03,0.19,75600.0,0.02,0.05,0.08,0.12
1062,ME2020,,,,,,,,0.06,,,0.04,,,
1063,ME2021,0.07,0.22,0.15,0.06,0.79,0.23,0.26,0.07,0.15,84800.0,0.04,0.06,0.11,0.16
1064,ME2022,0.05,0.21,0.12,0.07,0.77,0.21,0.24,0.04,0.18,89900.0,0.03,0.06,0.1,0.13
1065,ME2022,0.05,0.21,0.12,0.07,0.77,0.21,0.24,0.04,0.18,89900.0,0.03,0.06,0.1,0.13
1066,ME2023,0.07,0.23,0.13,0.08,0.77,0.26,0.28,0.02,0.17,90500.0,0.02,0.05,0.08,0.11
1067,ME2024,0.07,0.24,0.13,,,,0.26,0.04,,105300.0,0.03,,,
1068,MI2000,0.05,,0.14,0.09,,,0.31,,,,,,,
1069,MI2001,0.06,,0.15,0.09,,,0.31,,,,,,,
1070,MI2002,0.07,,0.16,0.1,,,0.34,,,,,,,
1071,MI2003,0.07,,0.16,0.11,,,0.34,,,,,,,
1072,MI2004,0.08,,0.18,0.09,,,0.34,,,,,,,
1073,MI2005,0.08,0.21,0.19,0.08,,0.36,0.35,,,57000.0,,,,
1074,MI2006,0.08,,0.18,0.08,0.76,0.37,0.35,,,57600.0,,,,
1075,MI2007,0.1,,0.19,0.08,0.74,0.39,0.36,0.07,,57900.0,0.05,,,
1076,MI2008,0.09,0.25,0.19,0.08,0.73,0.38,0.31,0.08,0.19,60000.0,0.07,0.08,0.13,0.17
1077,MI2009,0.11,,0.23,0.08,0.71,0.39,0.36,0.15,0.2,55300.0,0.11,0.09,0.15,0.2
1078,MI2010,0.11,0.33,0.23,0.08,0.7,0.39,0.37,0.12,0.2,54100.0,0.1,0.09,0.15,0.21
1079,MI2011,0.12,,0.25,0.09,0.69,0.37,0.35,0.11,0.21,56600.0,0.09,0.09,0.15,0.2
1080,MI2012,0.12,,0.25,0.08,0.68,0.34,0.34,0.1,0.22,56800.0,0.07,0.08,0.14,0.19
1081,MI2013,0.12,0.33,0.24,0.09,0.68,0.32,0.33,0.09,0.22,58600.0,0.07,0.08,0.14,0.19
1082,MI2014,0.11,0.31,0.23,0.09,0.68,0.3,0.32,0.07,0.22,60600.0,0.05,0.06,0.13,0.18
1083,MI2015,0.1,0.3,0.22,0.09,0.69,0.28,0.32,0.05,0.23,61600.0,0.04,0.07,0.13,0.17
1084,MI2016,0.09,0.28,0.21,0.09,0.69,0.26,0.31,0.05,0.22,65000.0,0.04,0.07,0.12,0.15
1085,MI2017,0.09,0.26,0.2,0.09,0.7,0.25,0.29,0.06,0.21,67000.0,0.04,0.06,0.11,0.15
1086,MI2018,0.09,0.25,0.19,0.09,0.71,0.25,0.28,0.05,0.22,69800.0,0.03,0.07,0.11,0.14
1087,MI2019,0.08,0.23,0.18,0.09,0.72,0.24,0.26,0.04,0.22,73700.0,0.03,0.06,0.1,0.13
1088,MI2020,,,,,,,,0.1,,,0.08,,,
1089,MI2021,0.09,0.29,0.18,0.1,0.74,0.25,0.32,0.06,0.17,79700.0,0.05,0.07,0.12,0.15
1090,MI2022,0.09,0.28,0.18,0.09,0.75,0.25,0.27,0.05,0.19,86000.0,0.03,0.07,0.11,0.14
1091,MI2022,0.09,0.28,0.18,0.09,0.75,0.25,0.27,0.05,0.19,86000.0,0.03,0.07,0.11,0.14
1092,MI2023,0.09,0.27,0.18,0.09,0.77,0.25,0.26,0.03,0.2,88800.0,0.02,0.07,0.11,0.15
1093,MI2024,0.09,0.26,0.18,,,,0.26,0.04,,94100.0,0.03,,,
1094,MN2000,0.03,,0.09,0.13,,,0.23,,,,,,,
1095,MN2001,0.04,,0.11,0.08,,,0.26,,,,,,,
1096,MN2002,0.06,,0.12,0.09,,,0.26,,,,,,,
1097,MN2003,0.05,,0.09,0.09,,,0.26,,,,,,,
1098,MN2004,0.04,,0.11,0.09,,,0.29,,,,,,,
1099,MN2005,0.05,0.12,0.12,0.08,,0.32,0.27,,,65200.0,,,,
1100,MN2006,0.06,,0.12,0.08,0.81,0.34,0.28,,,67000.0,,,,
1101,MN2007,0.05,,0.12,0.08,0.8,0.34,0.28,0.05,,70200.0,0.04,,,
1102,MN2008,0.05,0.13,0.11,0.08,0.8,0.34,0.22,0.07,0.17,72000.0,0.05,0.04,0.08,0.11
1103,MN2009,0.06,,0.14,0.08,0.77,0.34,0.25,0.1,0.17,69700.0,0.07,0.06,0.11,0.14
1104,MN2010,0.06,0.18,0.15,0.09,0.75,0.34,0.27,0.09,0.17,69600.0,0.07,0.05,0.1,0.14
1105,MN2011,0.06,,0.15,0.1,0.74,0.32,0.26,0.08,0.18,71100.0,0.06,0.05,0.1,0.14
1106,MN2012,0.06,,0.15,0.09,0.72,0.29,0.24,0.06,0.18,73900.0,0.05,0.05,0.09,0.12
1107,MN2013,0.06,0.19,0.14,0.1,0.73,0.26,0.24,0.06,0.18,75300.0,0.04,0.05,0.09,0.12
1108,MN2014,0.06,0.2,0.15,0.11,0.73,0.25,0.24,0.03,0.18,79200.0,0.03,0.04,0.08,0.12
1109,MN2015,0.05,0.19,0.13,0.1,0.72,0.24,0.23,0.04,0.18,80300.0,0.03,0.04,0.08,0.1
1110,MN2016,0.06,0.18,0.13,0.1,0.74,0.22,0.21,0.05,0.17,85100.0,0.03,0.05,0.07,0.09
1111,MN2017,0.05,0.17,0.12,0.1,0.74,0.22,0.21,0.04,0.16,89700.0,0.03,0.04,0.06,0.08
1112,MN2018,0.05,0.17,0.12,0.11,0.75,0.21,0.2,0.03,0.17,92900.0,0.02,0.04,0.07,0.1
1113,MN2019,0.05,0.16,0.11,0.1,0.76,0.21,0.2,0.03,0.15,97200.0,0.02,0.04,0.07,0.09
1114,MN2020,,,,,,,,0.06,,,0.04,,,
1115,MN2021,0.05,0.19,0.11,0.1,0.79,0.21,0.23,0.04,0.14,103700.0,0.03,0.05,0.09,0.12
1116,MN2022,0.05,0.18,0.11,0.1,0.79,0.22,0.2,0.03,0.14,110100.0,0.02,0.05,0.08,0.1
1117,MN2022,0.05,0.18,0.11,0.1,0.79,0.22,0.2,0.03,0.14,110100.0,0.02,0.05,0.08,0.1
1118,MN2023,0.05,0.17,0.1,0.11,0.79,0.23,0.19,0.03,0.15,116100.0,0.02,0.04,0.07,0.1
1119,MN2024,0.05,0.17,0.1,,,,0.2,0.03,,121000.0,0.02,,,
1120,MO2000,0.05,,0.16,0.09,,,0.31,,,,,,,
1121,MO2001,0.07,,0.16,0.1,,,0.3,,,,,,,
1122,MO2002,0.08,,0.17,0.1,,,0.29,,,,,,,
1123,MO2003,0.06,,0.16,0.09,,,0.29,,,,,,,
1124,MO2004,0.08,,0.16,0.07,,,0.31,,,,,,,
1125,MO2005,0.08,0.23,0.19,0.07,,0.29,0.33,,,51000.0,,,,
1126,MO2006,0.09,,0.19,0.09,0.7,0.31,0.32,,,51000.0,,,,
1127,MO2007,0.08,,0.18,0.08,0.71,0.31,0.31,0.06,,54300.0,0.04,,,
1128,MO2008,0.08,0.24,0.19,0.08,0.7,0.29,0.27,0.07,0.22,56600.0,0.06,0.08,0.12,0.15
1129,MO2009,0.1,,0.21,0.08,0.67,0.32,0.31,0.1,0.22,53200.0,0.08,0.09,0.14,0.18
1130,MO2010,0.1,0.29,0.21,0.09,0.66,0.33,0.31,0.11,0.23,53400.0,0.08,0.09,0.14,0.19
1131,MO2011,0.1,,0.22,0.08,0.66,0.31,0.32,0.09,0.22,54300.0,0.07,0.08,0.14,0.19
1132,MO2012,0.11,,0.23,0.08,0.65,0.31,0.31,0.07,0.24,54900.0,0.05,0.08,0.13,0.17
1133,MO2013,0.1,0.29,0.22,0.08,0.64,0.3,0.3,0.07,0.25,56400.0,0.05,0.07,0.12,0.16
1134,MO2014,0.1,0.27,0.21,0.09,0.64,0.28,0.3,0.06,0.23,59800.0,0.05,0.07,0.12,0.16
1135,MO2015,0.09,0.26,0.2,0.08,0.63,0.26,0.27,0.06,0.24,61300.0,0.04,0.07,0.11,0.15
1136,MO2016,0.09,0.24,0.19,0.09,0.64,0.24,0.26,0.05,0.24,63900.0,0.04,0.05,0.11,0.15
1137,MO2017,0.08,0.24,0.19,0.09,0.65,0.24,0.27,0.04,0.23,66000.0,0.03,0.06,0.1,0.13
1138,MO2018,0.08,0.24,0.18,0.1,0.65,0.23,0.26,0.04,0.23,67300.0,0.03,0.07,0.11,0.14
1139,MO2019,0.08,0.22,0.17,0.1,0.67,0.22,0.26,0.03,0.23,72100.0,0.03,0.07,0.11,0.14
1140,MO2020,,,,,,,,0.06,,,0.05,,,
1141,MO2021,0.07,0.22,0.16,0.08,0.7,0.22,0.26,0.04,0.2,78800.0,0.03,0.07,0.1,0.13
1142,MO2022,0.08,0.22,0.17,0.09,0.71,0.22,0.25,0.03,0.22,82500.0,0.02,0.07,0.1,0.12
1143,MO2022,0.08,0.22,0.17,0.09,0.71,0.22,0.25,0.03,0.22,82500.0,0.02,0.07,0.1,0.12
1144,MO2023,0.06,0.2,0.14,0.1,0.72,0.22,0.24,0.03,0.21,90800.0,0.02,0.06,0.1,0.13
1145,MO2024,0.07,0.19,0.15,,,,0.23,0.03,,94800.0,0.02,,,
1146,MS2000,0.11,,0.26,0.11,,,0.36,,,,,,,
1147,MS2001,0.12,,0.26,0.13,,,0.4,,,,,,,
1148,MS2002,0.14,,0.29,0.13,,,0.4,,,,,,,
1149,MS2003,0.13,,0.29,0.13,,,0.41,,,,,,,
1150,MS2004,0.13,,0.31,0.13,,,0.39,,,,,,,
1151,MS2005,0.15,0.33,0.31,0.14,,0.34,0.43,,,37400.0,,,,
1152,MS2006,0.14,,0.3,0.15,0.65,0.33,0.42,,,39500.0,,,,
1153,MS2007,0.14,,0.29,0.11,0.64,0.32,0.43,0.07,,42300.0,0.05,,,
1154,MS2008,0.14,0.3,0.3,0.12,0.64,0.34,0.35,0.08,0.28,42900.0,0.05,0.09,0.15,0.2
1155,MS2009,0.14,,0.31,0.12,0.63,0.35,0.39,0.11,0.27,42800.0,0.08,0.12,0.18,0.24
1156,MS2010,0.15,0.38,0.33,0.15,0.61,0.35,0.39,0.12,0.27,41500.0,0.1,0.13,0.21,0.27
1157,MS2011,0.15,,0.32,0.12,0.6,0.37,0.38,0.13,0.29,42400.0,0.1,0.12,0.19,0.26
1158,MS2012,0.16,,0.35,0.12,0.58,0.35,0.4,0.13,0.29,40900.0,0.09,0.12,0.19,0.25
1159,MS2013,0.17,0.41,0.34,0.13,0.58,0.33,0.39,0.09,0.29,42400.0,0.07,0.12,0.19,0.24
1160,MS2014,0.15,0.37,0.29,0.13,0.6,0.31,0.36,0.08,0.28,46200.0,0.07,0.1,0.17,0.23
1161,MS2015,0.17,0.38,0.31,0.13,0.57,0.31,0.37,0.07,0.29,44900.0,0.06,0.1,0.17,0.23
1162,MS2016,0.14,0.35,0.3,0.11,0.59,0.28,0.34,0.06,0.28,47700.0,0.05,0.09,0.15,0.21
1163,MS2017,0.13,0.35,0.27,0.13,0.59,0.26,0.34,0.05,0.27,51700.0,0.04,0.08,0.16,0.23
1164,MS2018,0.14,0.33,0.28,0.12,0.6,0.27,0.33,0.04,0.27,54900.0,0.04,0.1,0.16,0.21
1165,MS2019,0.12,0.29,0.28,0.12,0.62,0.26,0.34,0.06,0.29,53100.0,0.04,0.1,0.16,0.21
1166,MS2020,,,,,,,,0.08,,,0.07,,,
1167,MS2021,0.14,0.31,0.28,0.1,0.63,0.28,0.35,0.05,0.24,61000.0,0.04,0.07,0.15,0.22
1168,MS2022,0.13,0.31,0.26,0.11,0.65,0.29,0.32,0.04,0.28,63900.0,0.03,0.1,0.15,0.2
1169,MS2022,0.13,0.31,0.26,0.11,0.65,0.29,0.32,0.04,0.28,63900.0,0.03,0.1,0.15,0.2
1170,MS2023,0.11,0.28,0.23,0.11,0.69,0.25,0.31,0.02,0.29,69500.0,0.02,0.08,0.14,0.2
1171,MS2024,0.13,0.27,0.25,,,,0.33,0.02,,73300.0,0.02,,,
1172,MT2000,0.04,,0.17,0.08,,,0.3,,,,,,,
1173,MT2001,0.09,,0.2,0.11,,,0.38,,,,,,,
1174,MT2002,0.07,,0.2,0.13,,,0.35,,,,,,,
1175,MT2003,0.07,,0.18,0.1,,,0.32,,,,,,,
1176,MT2004,0.07,,0.19,0.09,,,0.33,,,,,,,
1177,MT2005,0.07,0.19,0.2,0.11,,0.3,0.36,,,44800.0,,,,
1178,MT2006,0.08,,0.17,0.08,0.7,0.29,0.33,,,49500.0,,,,
1179,MT2007,0.07,,0.18,0.09,0.69,0.29,0.34,0.05,,49900.0,0.03,,,
1180,MT2008,0.08,0.2,0.21,0.09,0.67,0.28,0.29,0.06,0.23,55200.0,0.04,0.1,0.12,0.14
1181,MT2009,0.11,,0.21,0.09,0.66,0.3,0.33,0.08,0.24,51700.0,0.06,0.11,0.14,0.16
1182,MT2010,0.1,0.22,0.2,0.11,0.67,0.3,0.31,0.08,0.24,54000.0,0.06,0.09,0.14,0.17
1183,MT2011,0.08,,0.2,0.1,0.68,0.32,0.3,0.08,0.26,53400.0,0.06,0.07,0.13,0.18
1184,MT2012,0.08,,0.2,0.12,0.63,0.31,0.3,0.08,0.26,54900.0,0.06,0.1,0.14,0.17
1185,MT2013,0.09,0.26,0.21,0.12,0.63,0.26,0.31,0.05,0.25,56300.0,0.04,0.07,0.13,0.18
1186,MT2014,0.08,0.25,0.19,0.11,0.6,0.27,0.29,0.05,0.25,60400.0,0.04,0.07,0.13,0.17
1187,MT2015,0.08,0.22,0.19,0.11,0.65,0.26,0.28,0.04,0.22,64500.0,0.03,0.07,0.13,0.18
1188,MT2016,0.07,0.22,0.15,0.12,0.68,0.24,0.26,0.04,0.24,68400.0,0.03,0.07,0.11,0.13
1189,MT2017,0.07,0.21,0.15,0.11,0.7,0.22,0.3,0.05,0.22,70300.0,0.04,0.07,0.1,0.13
1190,MT2018,0.07,0.21,0.16,0.1,0.67,0.24,0.27,0.03,0.25,67700.0,0.03,0.09,0.1,0.11
1191,MT2019,0.06,0.2,0.15,0.11,0.72,0.23,0.28,0.04,0.21,71600.0,0.03,0.07,0.1,0.12
1192,MT2020,,,,,,,,0.07,,,0.05,,,
1193,MT2021,0.07,0.19,0.14,0.09,0.74,0.22,0.28,0.04,0.21,81900.0,0.02,0.06,0.11,0.15
1194,MT2022,0.06,0.16,0.13,0.1,0.73,0.21,0.25,0.03,0.19,85400.0,0.02,0.08,0.1,0.11
1195,MT2022,0.06,0.16,0.13,0.1,0.73,0.21,0.25,0.03,0.19,85400.0,0.02,0.08,0.1,0.11
1196,MT2023,0.06,0.17,0.12,0.1,0.72,0.25,0.24,0.03,0.2,95000.0,0.02,0.07,0.1,0.12
1197,MT2024,0.05,0.18,0.11,,,,0.25,0.03,,100200.0,0.02,,,
1198,Memphis2008,,,,,,,0.44,,,,,,,
1199,Memphis2009,,,,,,,0.47,,,,,,,
1200,Memphis2010,,,,,,,0.51,,,,,,,
1201,Memphis2011,,,,,,,0.45,,,,,,,
1202,Memphis2012,,,,,,,0.45,,,,,,,
1203,Memphis2013,,,,,,,0.47,,,,,,,
1204,Memphis2014,,,,,,,0.42,,,,,,,
1205,Memphis2015,,,,,,,0.41,,,,,,,
1206,Memphis2016,,,,,,,0.47,,,,,,,
1207,Memphis2017,,,,,,,0.38,,,,,,,
1208,Memphis2018,,,,,,,0.41,,,,,,,
1209,Memphis2019,,,,,,,0.41,,,,,,,
1210,Memphis2021,,,,,,,0.41,,,,,,,
1211,Memphis2022,,,,,,,0.4,,,,,,,
1212,Memphis2023,,,,,,,S,,,,,,,
1213,Mesa2008,,,,,,,0.22,,,,,,,
1214,Mesa2009,,,,,,,0.29,,,,,,,
1215,Mesa2010,,,,,,,0.33,,,,,,,
1216,Mesa2011,,,,,,,0.32,,,,,,,
1217,Mesa2012,,,,,,,0.33,,,,,,,
1218,Mesa2013,,,,,,,0.32,,,,,,,
1219,Mesa2014,,,,,,,0.24,,,,,,,
1220,Mesa2015,,,,,,,0.28,,,,,,,
1221,Mesa2016,,,,,,,0.27,,,,,,,
1222,Mesa2017,,,,,,,0.25,,,,,,,
1223,Mesa2018,,,,,,,0.27,,,,,,,
1224,Mesa2019,,,,,,,0.24,,,,,,,
1225,Mesa2021,,,,,,,0.25,,,,,,,
1226,Mesa2022,,,,,,,0.24,,,,,,,
1227,Mesa2023,,,,,,,0.24,,,,,,,
1228,Miami2008,,,,,,,0.36,,,,,,,
1229,Miami2009,,,,,,,S,,,,,,,
1230,Miami2010,,,,,,,S,,,,,,,
1231,Miami2011,,,,,,,0.49,,,,,,,
1232,Miami2012,,,,,,,0.4,,,,,,,
1233,Miami2013,,,,,,,0.44,,,,,,,
1234,Miami2014,,,,,,,0.37,,,,,,,
1235,Miami2015,,,,,,,0.33,,,,,,,
1236,Miami2016,,,,,,,0.36,,,,,,,
1237,Miami2017,,,,,,,S,,,,,,,
1238,Miami2018,,,,,,,0.29,,,,,,,
1239,Miami2019,,,,,,,0.23,,,,,,,
1240,Miami2021,,,,,,,S,,,,,,,
1241,Miami2022,,,,,,,S,,,,,,,
1242,Miami2023,,,,,,,0.31,,,,,,,
1243,Milwaukee2008,,,,,,,0.4,,,,,,,
1244,Milwaukee2009,,,,,,,0.44,,,,,,,
1245,Milwaukee2010,,,,,,,0.51,,,,,,,
1246,Milwaukee2011,,,,,,,0.53,,,,,,,
1247,Milwaukee2012,,,,,,,0.5,,,,,,,
1248,Milwaukee2013,,,,,,,0.47,,,,,,,
1249,Milwaukee2014,,,,,,,0.44,,,,,,,
1250,Milwaukee2015,,,,,,,0.46,,,,,,,
1251,Milwaukee2016,,,,,,,0.45,,,,,,,
1252,Milwaukee2017,,,,,,,0.41,,,,,,,
1253,Milwaukee2018,,,,,,,0.42,,,,,,,
1254,Milwaukee2019,,,,,,,0.4,,,,,,,
1255,Milwaukee2021,,,,,,,0.42,,,,,,,
1256,Milwaukee2022,,,,,,,0.32,,,,,,,
1257,Milwaukee2023,,,,,,,0.38,,,,,,,
1258,Minneapolis2008,,,,,,,0.4,,,,,,,
1259,Minneapolis2009,,,,,,,0.38,,,,,,,
1260,Minneapolis2010,,,,,,,0.49,,,,,,,
1261,Minneapolis2011,,,,,,,0.44,,,,,,,
1262,Minneapolis2012,,,,,,,0.4,,,,,,,
1263,Minneapolis2013,,,,,,,0.37,,,,,,,
1264,Minneapolis2014,,,,,,,0.4,,,,,,,
1265,Minneapolis2015,,,,,,,0.38,,,,,,,
1266,Minneapolis2016,,,,,,,0.37,,,,,,,
1267,Minneapolis2017,,,,,,,0.36,,,,,,,
1268,Minneapolis2018,,,,,,,0.31,,,,,,,
1269,Minneapolis2019,,,,,,,0.37,,,,,,,
1270,Minneapolis2021,,,,,,,0.32,,,,,,,
1271,Minneapolis2022,,,,,,,0.31,,,,,,,
1272,Minneapolis2023,,,,,,,S,,,,,,,
1273,NC2000,0.08,,0.19,0.12,,,0.35,,,,,,,
1274,NC2001,0.08,,0.2,0.1,,,0.33,,,,,,,
1275,NC2002,0.1,,0.21,0.11,,,0.35,,,,,,,
1276,NC2003,0.1,,0.19,0.1,,,0.36,,,,,,,
1277,NC2004,0.09,,0.22,0.1,,,0.35,,,,,,,
1278,NC2005,0.09,0.2,0.21,0.09,,0.33,0.34,,,46500.0,,,,
1279,NC2006,0.09,,0.2,0.1,0.64,0.33,0.34,,,50300.0,,,,
1280,NC2007,0.08,,0.2,0.09,0.65,0.32,0.33,0.05,,52500.0,0.04,,,
1281,NC2008,0.08,0.21,0.2,0.09,0.65,0.33,0.28,0.06,0.23,54200.0,0.05,0.08,0.13,0.17
1282,NC2009,0.1,,0.23,0.1,0.64,0.35,0.33,0.11,0.24,50400.0,0.09,0.1,0.15,0.19
1283,NC2010,0.11,0.28,0.25,0.1,0.63,0.38,0.35,0.12,0.23,49900.0,0.09,0.1,0.15,0.19
1284,NC2011,0.11,,0.26,0.12,0.6,0.37,0.34,0.11,0.24,50500.0,0.09,0.1,0.16,0.22
1285,NC2012,0.12,,0.26,0.12,0.6,0.34,0.33,0.11,0.26,51000.0,0.08,0.09,0.16,0.21
1286,NC2013,0.12,0.32,0.25,0.12,0.58,0.33,0.32,0.08,0.26,51900.0,0.07,0.09,0.15,0.19
1287,NC2014,0.1,0.3,0.24,0.11,0.59,0.32,0.3,0.06,0.27,53300.0,0.05,0.07,0.14,0.19
1288,NC2015,0.11,0.3,0.23,0.11,0.58,0.32,0.3,0.07,0.27,55400.0,0.05,0.08,0.13,0.17
1289,NC2016,0.09,0.29,0.22,0.11,0.58,0.28,0.29,0.05,0.25,59600.0,0.05,0.07,0.12,0.16
1290,NC2017,0.09,0.26,0.21,0.11,0.6,0.27,0.28,0.05,0.24,63800.0,0.04,0.07,0.12,0.16
